Pais,CodigoISOpaís,Oficinaderegistro,Grupoedad,Edad,areaConocimiento,SubAreaConocimiento,NivelAcademico,Estadocivil,Genero,Etniadelapersona,Estatura ,Localizacion,Cantidaddepersonas
ESPAÑA,ESP,C. PALMA DE MALLORCA,ADULTO MAYOR,71,"AGRONOMÍA, VETERINARIA Y AFINES",AGRONOMÍA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",1
BRASIL,BRA,C. MANAOS,ADULTO,59,MATEMÁTICAS Y CIENCIAS NATURALES,GEOLOGÍA,NO INDICA,CASADO,MASCULINO,OTRO,-1,"(-14.235004, -51.92528)",1
ESPAÑA,ESP,C. MADRID,ADULTO,30,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,151,"(40.463667, -3.74922)",1
ECUADOR,ECU,C. GUAYAQUIL,ADULTO JOVEN,24,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(-1.831239, -78.183406)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO,31,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA CIVIL Y AFINES,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",3
ECUADOR,ECU,C. GUAYAQUIL,ADULTO,45,"INGENIERÍA, ARQUITECTURA Y AFINES",OTRAS INGENIERÍAS,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(-1.831239, -78.183406)",1
CANADA,CAN,C. TORONTO,ADULTO MAYOR,70,NINGUNA,NINGUNA,NO INDICA,VIUDO,FEMENINO,OTRO,-1,"(56.130366, -106.346771)",1
ESPAÑA,ESP,C. BILBAO,ADULTO,48,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,PREGRADO - TÉCNICO PROFESIONAL,CASADO,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",2
ALEMANIA,DEU,C. BERLIN,ADULTO,37,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,-1,"(51.165691, 10.451526)",1
ESPAÑA,ESP,C. BILBAO,ADULTO,52,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,OTRO,151,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. MADRID,ADULTO,33,BELLAS ARTES,MÚSICA,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,165,"(40.463667, -3.74922)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO,32,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",CONTADURÍA PÚBLICA,NO INDICA,UNION_LIBRE,FEMENINO,OTRO,-1,"(-38.416097, -63.616672)",1
ESTADOS UNIDOS,USA,C. LOS ANGELES,ADULTO MAYOR,62,NO INDICA,NO INDICA,PREGRADO - TÉCNICO PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,160,"(37.09024, -95.712891)",1
CHILE,CHL,C. SANTIAGO,ADULTO,41,"INGENIERÍA, ARQUITECTURA Y AFINES",OTRAS INGENIERÍAS,PREGRADO - TÉCNICO PROFESIONAL,DESCONOCIDO,MASCULINO,OTRO,-1,"(-35.675147, -71.542969)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,27,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,182,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. LOS ANGELES,ADULTO JOVEN,25,BELLAS ARTES,PUBLICIDAD Y AFINES,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",1
PAISES BAJOS,NLD,C. AMSTERDAM,PRIMERA INFANCIA,2,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,OTRO,-1,"(52.132633, 5.291266)",2
ESTADOS UNIDOS,USA,C. BOSTON,ADULTO,33,NINGUNA,NINGUNA,BACHILLERATO,UNION_LIBRE,MASCULINO,NINGUNA,-1,"(37.09024, -95.712891)",3
AUSTRALIA,AUS,C. CANBERRA,ADULTO,40,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA AGROINDUSTRIAL, ALIMENTOS Y AFINES",PREGRADO - PROFESIONAL,DESCONOCIDO,MASCULINO,OTRO,-1,"(-25.274398, 133.775136)",1
NUEVA ZELANDA,NZL,C. AUCKLAND,ADULTO,50,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,POSTGRADO - ESPECIALIZACIÓN,SOLTERO,FEMENINO,NINGUNA,-1,"(-40.900557, 174.885971)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO,46,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,CASADO,FEMENINO,OTRO,-1,"(-38.416097, -63.616672)",1
FRANCIA,FRA,C. PARIS,ADULTO,39,NINGUNA,NINGUNA,PRIMARIA,DESCONOCIDO,FEMENINO,OTRO,-1,"(46.227638, 2.213749)",1
ITALIA,ITA,C. MILAN,ADULTO JOVEN,22,"INGENIERÍA, ARQUITECTURA Y AFINES",ARQUITECTURA,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,-1,"(41.87194, 12.56738)",3
VENEZUELA,VEN,C. CARACAS,ADULTO MAYOR,78,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,164,"(6.42375, -66.58973)",1
ESPAÑA,ESP,C. MADRID,ADULTO,50,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",NO INDICA,CASADO,FEMENINO,NINGUNA,-1,"(40.463667, -3.74922)",4
VENEZUELA,VEN,C. SAN CRISTOBAL,ADULTO,30,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,190,"(6.42375, -66.58973)",1
SUECIA,SWE,C. ESTOCOLMO,ADULTO,56,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,DIVORCIADO,FEMENINO,OTRO,-1,"(60.128161, 18.643501)",1
ESPAÑA,ESP,C. BARCELONA,ADULTO,29,NO INDICA,NO INDICA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,-1,"(40.463667, -3.74922)",1
CHILE,CHL,C. SANTIAGO,ADULTO,42,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN,PREGRADO - PROFESIONAL,UNION_LIBRE,FEMENINO,NINGUNA,155,"(-35.675147, -71.542969)",1
AUSTRALIA,AUS,C. SYDNEY,ADULTO,44,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,168,"(-25.274398, 133.775136)",1
VENEZUELA,VEN,C. MERIDA VEN,ADULTO,43,NINGUNA,NINGUNA,BACHILLERATO,UNION_LIBRE,MASCULINO,NINGUNA,-1,"(6.42375, -66.58973)",2
MEXICO,MEX,C. GUADALAJARA,ADULTO,36,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGÍA Y AFINES,NO INDICA,CASADO,FEMENINO,OTRO,-1,"(23.634501, -102.552784)",2
AUSTRALIA,AUS,C. SYDNEY,ADULTO,40,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA MECÁNICA Y AFINES,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(-25.274398, 133.775136)",1
FRANCIA,FRA,C. PARIS,ADULTO,56,NO INDICA,NO INDICA,PRIMARIA,CASADO,MASCULINO,NINGUNA,175,"(46.227638, 2.213749)",1
ESPAÑA,ESP,C. PALMA DE MALLORCA,ADULTO,49,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",CONTADURÍA PÚBLICA,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,NINGUNA,173,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. MARACAIBO,ADULTO MAYOR,68,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,175,"(6.42375, -66.58973)",1
MEXICO,MEX,C. GUADALAJARA,ADULTO MAYOR,71,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,NO INDICA,CASADO,FEMENINO,NINGUNA,-1,"(23.634501, -102.552784)",1
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO,41,CIENCIAS DE LA SALUD,ODONTOLOGÍA,NO INDICA,CASADO,FEMENINO,NINGUNA,-1,"(40.463667, -3.74922)",3
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO,43,CIENCIAS DE LA SALUD,ODONTOLOGÍA,NO INDICA,CASADO,MASCULINO,NINGUNA,-1,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. MADRID,ADULTO,44,BELLAS ARTES,DISEÑO,NO INDICA,DIVORCIADO,FEMENINO,NINGUNA,-1,"(40.463667, -3.74922)",1
ECUADOR,ECU,C. TULCAN,ADULTO MAYOR,88,NO INDICA,NO INDICA,PRIMARIA,DIVORCIADO,FEMENINO,OTRO,-1,"(-1.831239, -78.183406)",1
REINO UNIDO,GBR,C. LONDRES,ADULTO,41,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(55.378051, -3.435973)",1
ESTADOS UNIDOS,USA,C. BOSTON,ADULTO,38,NO INDICA,NO INDICA,POSTGRADO - ESPECIALIZACIÓN,SOLTERO,FEMENINO,NINGUNA,165,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. LAS PALMAS DE G.C,ADULTO,34,NINGUNA,NINGUNA,SIN PROFESIÓN,CASADO,MASCULINO,NINGUNA,-1,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. BARCELONA,ADULTO JOVEN,27,CIENCIAS SOCIALES Y HUMANAS,"DEPORTES, EDUCACIÓN FÍSICA Y RECREACIÓN",PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. MARACAIBO,ADULTO,39,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,NINGUNA,-1,"(6.42375, -66.58973)",1
VENEZUELA,VEN,C. MARACAIBO,ADULTO,56,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,NINGUNA,170,"(6.42375, -66.58973)",1
ESPAÑA,ESP,C. MADRID,ADULTO MAYOR,64,NINGUNA,NINGUNA,NO INDICA,VIUDO,FEMENINO,OTRO,160,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,26,"INGENIERÍA, ARQUITECTURA Y AFINES",OTRAS INGENIERÍAS,PREGRADO - TECNOLÓGICO,SOLTERO,MASCULINO,OTRO,-1,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. MADRID,ADULTO,52,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGÍA Y AFINES,PREGRADO - PROFESIONAL,UNION_LIBRE,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO,52,NO INDICA,NO INDICA,BACHILLERATO,CASADO,FEMENINO,NINGUNA,174,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. BARCELONA,ADULTO,45,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN,PREGRADO - PROFESIONAL,CASADO,FEMENINO,NINGUNA,158,"(40.463667, -3.74922)",1
REPUBLICA DOMINICANA,DOM,C. SANTO DOMINGO,ADULTO,42,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,UNION_LIBRE,FEMENINO,NINGUNA,158,"(18.735693, -70.162651)",1
ESPAÑA,ESP,C. MADRID,ADULTO MAYOR,64,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",CONTADURÍA PÚBLICA,PREGRADO - TECNOLÓGICO,CASADO,FEMENINO,NINGUNA,150,"(40.463667, -3.74922)",1
CANADA,CAN,C. OTTAWA,ADULTO,35,CIENCIAS DE LA SALUD,OTRO PROGRAMA DE SALUD,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(56.130366, -106.346771)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO,30,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(-38.416097, -63.616672)",1
SUIZA,CHE,C. BERNA,ADULTO,56,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,NO INDICA,CASADO,MASCULINO,OTRO,-1,"(46.818188, 8.227512)",2
ESPAÑA,ESP,C. SEVILLA,ADULTO,40,NO INDICA,NO INDICA,BACHILLERATO,CASADO,FEMENINO,NINGUNA,156,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO,56,CIENCIAS DE LA SALUD,BACTERIOLOGÍA,PREGRADO - PROFESIONAL,DIVORCIADO,FEMENINO,NINGUNA,-1,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. MADRID,ADULTO,43,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,CASADO,FEMENINO,NINGUNA,158,"(40.463667, -3.74922)",2
PANAMA,PAN,C. COLON,ADULTO MAYOR,72,NO INDICA,NO INDICA,BACHILLERATO,CASADO,MASCULINO,NINGUNA,183,"(8.537981, -80.782127)",1
ALEMANIA,DEU,C. FRANKFURT,ADOLESCENTE,15,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(51.165691, 10.451526)",1
ESPAÑA,ESP,C. MADRID,ADULTO,51,NO INDICA,NO INDICA,POSTGRADO - DOCTORADO,SOLTERO,FEMENINO,NINGUNA,-1,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. MERIDA VEN,INFANTE,11,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,AFRODESCENDIENTE,-1,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. WASHINGTON,ADULTO,46,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",PREGRADO - PROFESIONAL,CASADO,FEMENINO,OTRO,163,"(37.09024, -95.712891)",1
BRASIL,BRA,C. SAO PAULO,ADULTO,43,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,OTRO,167,"(-14.235004, -51.92528)",1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO MAYOR,60,CIENCIAS SOCIALES Y HUMANAS,"PERIODISMO, COMUNICACIÓN SOCIAL Y AFINES",NO INDICA,CASADO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,23,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,165,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. SEVILLA,ADULTO,43,NINGUNA,NINGUNA,PRIMARIA,CASADO,FEMENINO,OTRO,156,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. MERIDA VEN,ADULTO MAYOR,66,NINGUNA,NINGUNA,NO INDICA,CASADO,MASCULINO,OTRO,-1,"(6.42375, -66.58973)",2
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO,39,NINGUNA,NINGUNA,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,NINGUNA,173,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO,47,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,NINGUNA,-1,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO,42,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN,NO INDICA,CASADO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",7
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO,42,CIENCIAS SOCIALES Y HUMANAS,"PERIODISMO, COMUNICACIÓN SOCIAL Y AFINES",NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. LOS ANGELES,ADULTO,33,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,CASADO,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",2
FRANCIA,FRA,C. PARIS,ADULTO,51,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA ELECTRÓNICA, TELECOMUNICACIONES Y AFINES",NO INDICA,CASADO,MASCULINO,OTRO,-1,"(46.227638, 2.213749)",1
FRANCIA,FRA,C. PARIS,ADULTO MAYOR,71,BELLAS ARTES,MÚSICA,PREGRADO - TÉCNICO PROFESIONAL,CASADO,MASCULINO,NINGUNA,-1,"(46.227638, 2.213749)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO,58,NO INDICA,NO INDICA,BACHILLERATO,CASADO,MASCULINO,OTRO,175,"(37.09024, -95.712891)",1
FRANCIA,FRA,C. PARIS,ADULTO,44,NO INDICA,NO INDICA,POSTGRADO - DOCTORADO,UNION_LIBRE,FEMENINO,OTRO,159,"(46.227638, 2.213749)",1
ESPAÑA,ESP,C. MADRID,ADULTO,37,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(40.463667, -3.74922)",20
ESPAÑA,ESP,C. BARCELONA,ADULTO,40,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA CIVIL Y AFINES,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO MAYOR,71,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,NINGUNA,150,"(37.09024, -95.712891)",1
CHILE,CHL,C. SANTIAGO,ADULTO,41,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,NO INDICA,CASADO,FEMENINO,OTRO,-1,"(-35.675147, -71.542969)",2
CHILE,CHL,C. SANTIAGO,ADULTO MAYOR,74,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN,NO INDICA,VIUDO,FEMENINO,NINGUNA,-1,"(-35.675147, -71.542969)",1
BRASIL,BRA,C. SAO PAULO,ADULTO,35,MATEMÁTICAS Y CIENCIAS NATURALES,QUÍMICA Y AFINES,POSTGRADO - MAESTRIA,SOLTERO,MASCULINO,NINGUNA,-1,"(-14.235004, -51.92528)",1
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,134,"(46.227638, 2.213749)",1
ECUADOR,ECU,C. TULCAN,INFANTE,11,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(-1.831239, -78.183406)",1
ESPAÑA,ESP,C. BILBAO,ADULTO MAYOR,62,NO INDICA,NO INDICA,BACHILLERATO,DESCONOCIDO,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",1
AUSTRIA,AUT,C. VIENA,ADULTO,46,MATEMÁTICAS Y CIENCIAS NATURALES,"BIOLOGÍA, MICROBIOLOGÍA Y AFINES",NO INDICA,CASADO,MASCULINO,OTRO,-1,"(47.516231, 14.550072)",1
AUSTRALIA,AUS,C. SYDNEY,ADULTO,45,NO INDICA,NO INDICA,PREGRADO - TÉCNICO PROFESIONAL,CASADO,FEMENINO,NINGUNA,166,"(-25.274398, 133.775136)",1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO,45,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA ELÉCTRICA Y AFINES,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO,57,NO INDICA,NO INDICA,PREGRADO - TECNOLÓGICO,CASADO,MASCULINO,SIN ETNIA REGISTRADA,164,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. BARINAS,ADULTO JOVEN,27,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,165,"(6.42375, -66.58973)",1
PANAMA,PAN,C. PANAMA,ADULTO,42,CIENCIAS DE LA SALUD,OTRO PROGRAMA DE SALUD,PREGRADO - PROFESIONAL,CASADO,MASCULINO,OTRO,-1,"(8.537981, -80.782127)",1
ITALIA,ITA,C. MILAN,ADULTO,35,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(41.87194, 12.56738)",3
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO,54,CIENCIAS DE LA SALUD,MEDICINA,NO INDICA,DESCONOCIDO,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",1
ECUADOR,ECU,C. STO DOM COLORADOS,ADULTO,49,NINGUNA,NINGUNA,NO INDICA,CASADO,MASCULINO,NINGUNA,-1,"(-1.831239, -78.183406)",2
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO,51,CIENCIAS DE LA SALUD,ENFERMERÍA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. PUERTO LA CRUZ,ADULTO,58,NO INDICA,NO INDICA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(6.42375, -66.58973)",1
ESPAÑA,ESP,C. BARCELONA,ADULTO,55,NO INDICA,NO INDICA,BACHILLERATO,CASADO,FEMENINO,NINGUNA,163,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO,47,NO INDICA,NO INDICA,PREGRADO - TÉCNICO PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,155,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO,59,NO INDICA,NO INDICA,POSTGRADO - MAESTRIA,CASADO,FEMENINO,NINGUNA,164,"(37.09024, -95.712891)",1
ARUBA,ABW,C. ARUBA,ADULTO,37,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,154,"(12.52111, -69.968338)",1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO,49,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,PREGRADO - TECNOLÓGICO,UNION_LIBRE,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",1
CHILE,CHL,C. SANTIAGO,ADULTO,54,NO INDICA,NO INDICA,BACHILLERATO,UNION_LIBRE,MASCULINO,SIN ETNIA REGISTRADA,170,"(-35.675147, -71.542969)",1
AUSTRIA,AUT,C. VIENA,ADULTO,45,"INGENIERÍA, ARQUITECTURA Y AFINES",ARQUITECTURA,NO INDICA,CASADO,MASCULINO,NINGUNA,-1,"(47.516231, 14.550072)",1
VENEZUELA,VEN,C. CARACAS,ADULTO MAYOR,65,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,-1,"(6.42375, -66.58973)",3
CANADA,CAN,C. TORONTO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,DESCONOCIDO,FEMENINO,NINGUNA,-1,"(56.130366, -106.346771)",1
ESPAÑA,ESP,C. SEVILLA,ADULTO,47,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,NINGUNA,150,"(40.463667, -3.74922)",2
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO,50,NO INDICA,NO INDICA,BACHILLERATO,CASADO,MASCULINO,SIN ETNIA REGISTRADA,160,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO MAYOR,93,NINGUNA,NINGUNA,NO INDICA,VIUDO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",2
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,26,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA MECÁNICA Y AFINES,PREGRADO - TÉCNICO PROFESIONAL,SOLTERO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. MADRID,ADULTO,59,CIENCIAS DE LA SALUD,ODONTOLOGÍA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO MAYOR,65,AVIACIÓN,AVIACIÓN,PREGRADO - TÉCNICO PROFESIONAL,DESCONOCIDO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",1
FRANCIA,FRA,C. PARIS,ADULTO,35,BELLAS ARTES,DISEÑO,POSTGRADO - MAESTRIA,CASADO,FEMENINO,OTRO,-1,"(46.227638, 2.213749)",1
PANAMA,PAN,C. PANAMA,ADULTO MAYOR,67,NINGUNA,NINGUNA,NO INDICA,DIVORCIADO,MASCULINO,OTRO,-1,"(8.537981, -80.782127)",1
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO,44,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA ELÉCTRICA Y AFINES,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO,45,NINGUNA,NINGUNA,NO INDICA,UNION_LIBRE,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",8
AUSTRALIA,AUS,C. SYDNEY,ADULTO,37,CIENCIAS DE LA SALUD,MEDICINA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(-25.274398, 133.775136)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO,51,NINGUNA,NINGUNA,NINGUNO,CASADO,MASCULINO,SIN ETNIA REGISTRADA,-1,"(37.09024, -95.712891)",1
FRANCIA,FRA,C. PARIS,ADULTO,55,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,181,"(46.227638, 2.213749)",1
ESPAÑA,ESP,C. BARCELONA,ADULTO JOVEN,23,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. PALMA DE MALLORCA,ADULTO MAYOR,62,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,161,"(40.463667, -3.74922)",1
ECUADOR,ECU,C. QUITO,ADULTO,56,BELLAS ARTES,"ARTES PLÁSTICAS, VISUALES Y AFINES",NO INDICA,DIVORCIADO,FEMENINO,NINGUNA,-1,"(-1.831239, -78.183406)",1
ECUADOR,ECU,C. GUAYAQUIL,ADULTO,37,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,NINGUNA,156,"(-1.831239, -78.183406)",1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,ENFERMERÍA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(56.130366, -106.346771)",3
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO,58,"INGENIERÍA, ARQUITECTURA Y AFINES",OTRAS INGENIERÍAS,NO INDICA,CASADO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",1
